date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:48:19	28114/28114	---M--	200	added ('OK')	image/jpeg	etag:%22a3cdf8d7b40a977d2d8034e8ec43adb9%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/320f5770-1082204-566501256739915-769684327-o_0000000db0hp00000001o.jpg	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/320f5770-1082204-566501256739915-769684327-o_0000000db0hp00000001o.jpg	(from http://unbouncepages.com/eudokas/)
10:48:22	4043/4043	---M--	200	added ('OK')	image/jpeg	etag:%2235f49847d76057f9dd3dc93ce8cb4a1f%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/c6f16b19-90388896-3123440184379330-4708602573936918528-o_08w06g08w05k00000f01o.jpg	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/c6f16b19-90388896-3123440184379330-4708602573936918528-o_08w06g08w05k00000f01o.jpg	(from http://unbouncepages.com/eudokas/)
10:48:29	47130/47130	---M--	200	added ('OK')	image/jpeg	etag:%22f4026e31c7313125db63bda831c3ffab%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/7c5914ce-1102528-566501480073226-29749845-o_0g00o40g00mu00000l01o.jpg	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/7c5914ce-1102528-566501480073226-29749845-o_0g00o40g00mu00000l01o.jpg	(from http://unbouncepages.com/eudokas/)
10:48:32	3986/3986	---M--	200	added ('OK')	image/jpeg	etag:%22fadfb577f9d5617dbf2a7552e5c9c59c%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/8198974d-12715822-1048155705241132-869114343288924201-o_05j05j05j03y00000s01o.jpg	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/8198974d-12715822-1048155705241132-869114343288924201-o_05j05j05j03y00000s01o.jpg	(from http://unbouncepages.com/eudokas/)
10:48:35	10806/10806	---M--	200	added ('OK')	image/jpeg	etag:%223e0f2da72f919f39c512f86a2d572d63%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/c6f16b19-90388896-3123440184379330-4708602573936918528-o_0hs0cw0hs0b400000u01o.jpg	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/c6f16b19-90388896-3123440184379330-4708602573936918528-o_0hs0cw0hs0b400000u01o.jpg	(from http://unbouncepages.com/eudokas/)
10:48:46	151951/151951	---M--	200	added ('OK')	image/png	etag:%221ad13c0ecbdc168e3ea31df1515d2446%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/2ba9310a-image_08w08x08w04s000022001.png	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/2ba9310a-image_08w08x08w04s000022001.png	(from http://unbouncepages.com/eudokas/)
10:48:51	11377/11377	---M--	200	added ('OK')	image/jpeg	etag:%22fb7944a8fdf71c0d0d62fed8c5a13075%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/8198974d-12715822-1048155705241132-869114343288924201-o_0b20b20b207w00001k01o.jpg	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/8198974d-12715822-1048155705241132-869114343288924201-o_0b20b20b207w00001k01o.jpg	(from http://unbouncepages.com/eudokas/)
10:48:55	18950/18950	---M--	200	added ('OK')	image/jpeg	etag:%2234d47dd7f03b62444ba2ca3dc72ce3a8%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/c6f16b19-90388896-3123440184379330-4708602573936918528-o_0000000qo0go00001901o.jpg	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/c6f16b19-90388896-3123440184379330-4708602573936918528-o_0000000qo0go00001901o.jpg	(from http://unbouncepages.com/eudokas/)
10:50:02	538912/538912	---M--	200	added ('OK')	image/png	etag:%22259ce31c0642ba0e15b0d171a4c97195%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/2ba9310a-image_0hs0hu0hs09k000044001.png	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/2ba9310a-image_0hs0hu0hs09k000044001.png	(from http://unbouncepages.com/eudokas/)
10:50:07	994740/994740	---M--	200	added ('OK')	image/png	etag:%22b36c0fbb048540279543aaedb78df6af%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/2ba9310a-image_0q40q70q40d700006i001.png	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/2ba9310a-image_0q40q70q40d700006i001.png	(from http://unbouncepages.com/eudokas/)
10:50:09	15018/15018	---M-Z	200	added ('OK')	text/css	etag:%22c840c3d549f745d3142417845de68270%22	http://builder-assets.unbounce.com/published-css/main-7b78720.z.css	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/builder-assets.unbounce.com/published-css/main-7b78720.z.css	(from http://unbouncepages.com/eudokas/)
10:50:09	23258/23258	---M--	200	added ('OK')	image/jpeg	etag:%222d1b75e20e50ca717e1e494d4895342d%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/8198974d-12715822-1048155705241132-869114343288924201-o_0gl0gl0gl0bu00002c01o.jpg	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/8198974d-12715822-1048155705241132-869114343288924201-o_0gl0gl0gl0bu00002c01o.jpg	(from http://unbouncepages.com/eudokas/)
10:50:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2028%20Mar%202020%2009:50:10%20GMT	http://unbouncepages.com/eudokas/clkg/tel/+2348088066199	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/unbouncepages.com/eudokas/clkg/tel/+2348088066199.21.delayed	(from http://unbouncepages.com/eudokas/)
10:50:14	42/42	---M--	200	added ('OK')	image/gif	etag:%22d89746888da2d9510b64a9f031eaecd5%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/transparent.gif	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/transparent.gif	(from http://unbouncepages.com/eudokas/)
10:50:15	341/341	---M--	200	added ('OK')	image/png	etag:%223006580cdc3f26dd47ad6ec11b4cd849%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/025df8a4-phone-1_000000000000000000001.png	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/025df8a4-phone-1_000000000000000000001.png	(from http://unbouncepages.com/eudokas/)
10:50:22	49879/49879	---M--	200	added ('OK')	image/png	etag:%22daa807771d11acf649d7166cbff15300%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/2d95efd4-homelogo_0m907f0m9069000013001.png	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/2d95efd4-homelogo_0m907f0m9069000013001.png	(from http://unbouncepages.com/eudokas/)
10:50:25	27212/27212	---M--	200	added ('OK')	image/png	etag:%228a61bfedf42571acb8bf927b25cd0867%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/2d95efd4-homelogo_0ei04u0ei04c00000i001.png	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/2d95efd4-homelogo_0ei04u0ei04c00000i001.png	(from http://unbouncepages.com/eudokas/)
10:50:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2028%20Mar%202020%2009:50:24%20GMT	http://unbouncepages.com/eudokas/clkg/https/api.whatsapp.com/send?phone=2348088066199	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/unbouncepages.com/eudokas/clkg/https/api.whatsapp.com/send.27dbcf.delayed	(from http://unbouncepages.com/eudokas/)
10:50:27	479/479	---M--	200	added ('OK')	image/png	etag:%222756c02a9636748e20baba3684743841%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/a602d0a8-whatsapp-1_000000000000000000001.png	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/a602d0a8-whatsapp-1_000000000000000000001.png	(from http://unbouncepages.com/eudokas/)
10:50:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2028%20Mar%202020%2009:50:28%20GMT	http://unbouncepages.com/eudokas/clkg/https/eudokas.com/shop/	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/unbouncepages.com/eudokas/clkg/https/eudokas.com/shop/index.html	(from http://unbouncepages.com/eudokas/)
10:50:57	191524/191524	---M--	200	added ('OK')	image/png	etag:%229b1a68f5c35439ab497fde4e73397efe%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/4a8f59bf-9y_09008x000000000000001.png	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/4a8f59bf-9y_09008x000000000000001.png	(from http://unbouncepages.com/eudokas/)
10:51:00	187833/187833	---M--	200	added ('OK')	image/png	etag:%22ebf62ba5a3b9799ca898c61cd7f468cf%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/ad808a04-image_09009009008x000000001.png	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/ad808a04-image_09009009008x000000001.png	(from http://unbouncepages.com/eudokas/)
10:51:06	1396945/1396945	---M--	200	added ('OK')	image/png	etag:%22e5039afc071ed63665a2752198636074%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/2ba9310a-image_0000000yi0hg00008l001.png	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/2ba9310a-image_0000000yi0hg00008l001.png	(from http://unbouncepages.com/eudokas/)
10:51:17	106178/106178	---M-Z	200	added ('OK')	application/javascript	etag:%229356a4b0d011c5a2bd739b87d31b814e%22	http://builder-assets.unbounce.com/published-js/main.bundle-81f56cf.z.js	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/builder-assets.unbounce.com/published-js/main.bundle-81f56cf.z.js	(from http://unbouncepages.com/eudokas/)
10:51:26	192772/192772	---M--	200	added ('OK')	image/png	etag:%2292b4b9965380f093bc4e088ef1b0f785%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/3dde0e83-ima6_09009009008x000000001.png	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/3dde0e83-ima6_09009009008x000000001.png	(from http://unbouncepages.com/eudokas/)
10:51:28	1088027/1088027	---M--	200	added ('OK')	image/png	etag:%223208793b77aa7e290ff17e024add152e%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/2ba9310a-image_0qo0qr0qo0ec000066001.png	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/2ba9310a-image_0qo0qr0qo0ec000066001.png	(from http://unbouncepages.com/eudokas/)
10:51:28	198512/198512	---M--	200	added ('OK')	image/png	etag:%228ff36f7fe4c1dbf4c8d45bb25b6804cc%22	http://d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/49f69d02-imag8_09009009008x000000001.png	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/d9hhrg4mnvzow.cloudfront.net/unbouncepages.com/eudokas/49f69d02-imag8_09009009008x000000001.png	(from http://unbouncepages.com/eudokas/)
10:51:30	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2028%20Mar%202020%2009:51:30%20GMT	http://builder-assets.unbounce.com/images/transparent.gif	C:/Users/Opera/Desktop/Web%20Pages/Eudokas/builder-assets.unbounce.com/images/transparent.2e.delayed	(from http://builder-assets.unbounce.com/published-css/main-7b78720.z.css)
